	Name	Notes	FullAddress	City	Province	PostalCode	lat	long
412	PC Diamond Informatique		300 rue De La Forge	Namur	Quebec	J0V 1N0	48.0531831	-65.5070819
413	Écocentre Sainte-Françoise		563 Rang 11	Sainte-Françoise	Quebec	G0S 2N0	 None	 None
414	Site de transbordement de l'Isle-aux-Allumettes		625 ch. du Rang 5	L'Isle-aux-Allumettes	Quebec	J0X 1M0	46.4554381	-71.9709731
415	Écocentre de Potton		5 ch. West-Hill	Potton	Quebec	J0E 1X0	45.8665512	-77.0790755
416	Monburo.ca Montmagny		49 rue Saint-Jean-Baptiste Est	Montmagny	Quebec	G5V 1J6	 None	 None
417	Équipement de bureau Ungava		529 3e rue	Chibougamau	Quebec	G8P 1N8	46.9798528	-70.5605138
418	Koncas Recyclage		10930 rue Sherbrooke Est	Montréal-Est	Quebec	H1B 1B4	49.9138189	-74.364734
419	Système Électronique Larivière		573 90 ième rue	Saint-Georges	Quebec	G5Y 3L1	45.629053	-73.5158362
420	Écocentre Rivière-à-Pierre		824 rue Principale	Rivière-à-Pierre	Quebec	G0A 3A0	46.1320872	-70.6942615
421	Écocentre Saint-Ubalde		570 rang Saint-Paul Nord	Saint-Ubalde	Quebec	G0A 4L0	46.9967711	-72.1766245
422	Rubanco BuroPlus		2158 rue de la Province	Longueuil	Quebec	J4G 1R7	46.7460448	-72.25059
423	Électronique Pelletier TV		1480 rte 230 Est	Sainte-Anne-de-la-Pocatière	Quebec	G0R 1Z0	45.5652015	-73.4699846
424	Écocentre Petit-Saguenay		35 rue du Quai	Petit-Saguenay	Quebec	G0V 1N0	47.3669149	-70.0408543
425	Fleet Informatique		750 rue Notre-Dame bureau D	Berthierville	Quebec	J0K 1A0	 None	 None
426	Rhesus	Ouvert lundi au jeudi 7 h 30 à 17 h Vendredi 8 h à 15 h	757 boul. Pierre-Roux Est bureau 102	Victoriaville	Quebec	G6T 1S7	46.0851537	-73.1843108
427	LET de Sept-îles		ch. du Lac Daigle	Sept-îles	Quebec		46.0800989	-71.9544973
428	Écocentre de Sept-îles		601 boul. des Montagnais	Sept-îles	Quebec	G4R 5B8	50.261779	-66.3280552
429	Coop UQAM	Ouvert lundi au mercredi 9 h à 18 h Jeudi et vendredi 9 h à 20 h Samedi 10 h à 17 h	289 rue Sainte-Catherine Est	Montréal	Quebec	H2X 1L5	50.2274416	-66.3960457
430	Stéréo Plus; La Malbaie	Ouvert 9 h 30 à 17 h 30	446 rue Saint-Étienne	La Malbaie	Quebec	G5A 1H4	45.5127738	-73.5615295
431	Écocentre RIGDCS		1095 du chemin Bilodeau	Coaticook	Quebec	J1A 2S4	47.6501521	-70.1514692
432	Écocentre Paul Ménard		28 ch. Cooke	Chapais	Quebec	G0W 1H0	45.0930412	-71.8532072
433	Ateliers municipaux de la ville Kirkland		25 rue Claude-Jodoin	Kirkland	Quebec	H9H 5E6	49.782319	-74.8572159
434	Écocentre Fermont		2 rue du Camp	Fermont	Quebec	G0G 1J0	45.451046	-73.843742
435	Écocentre Notre-Dame-du-Nord		71 rue Principale Nord	Notre-Dame-du-Nord	Quebec	J0Z 3B0	52.8046594	-67.0975518
436	Audio Vidéo Amqui	Nouvelle adresse depuis le 1e septembre 2016 Ancienne adresse : 33, rue des Forges, Amqui	238 rue Banville	Sainte-Paule	Quebec	G5J 3A5	47.5974749	-79.4822794
437	Garage municipal de Saint-Victor		176 rue Principale	Saint-Victor	Quebec	G0M 2B0	48.6602977	-67.5590683
438	1-800-Got-Junk; Ville Saint-Laurent		5445 ch. du Bois-Franc	Montréal	Quebec	H4S 1A9	46.142948	-70.9106889
439	1-800-Got-Junk; Québec	Sur rendez-vous seulement	3-990 rue Raoul-Jobin	Québec	Quebec	G1N 1S9	45.4945595	-73.7444697
440	Normand Nadeau TV	Ouvert 9 h à 17 h 30	500 boul. Vachon Nord	Sainte-Marie	Quebec	G6E 1M1	46.8046858	-71.2499256
441	Écocentre Lac Brome		50 ch. Mill	Lac-Brome	Quebec	J0E 1V0	46.4454811	-71.0258121
442	Boulevard électroniqueoeStéréo Plus; Valleyfield	Ouvert 9 h à 17 h 30	3225 boul. Mgr Langlois	Salaberry-de-Valleyfield	Quebec	J6S 2H9	 None	 None
443	Écocentre Richmond		500 10e Avenue	Richmond	Quebec	J0B 2H0	45.2729656	-74.1001146
444	Infoteck	Ouvert lundi au vendredi 8 h à 16 h 30	1030 boul. Port-Royal bureau 008	Bécancour	Quebec	G9H 1X6	45.6636548	-72.125749
445	Renaissance; Librairie Pierrefonds		14891 boul. De Pierrefonds	Montréal	Quebec	H9H 4M5	46.2938908	-72.5438759
446	Renaissance; Librairie Plateau		1310 av. du Mont-Royal Est	Montréal	Quebec	H2J 1Y5	45.4845653	-73.8614263
447	Renaissance; Librairie NDG		4001 boul. Décarie	Montréal	Quebec	H4A 3J8	45.5298858	-73.5770499
448	Renaissance; Centre de don île-des-S?urs		750 ch. du Golf	Montréal	Quebec	H3E 1A8	45.4775068	-73.6153322
449	Renaissance; Fripe-Prix Saint-Lambert		423 av. Victoria	Saint-Lambert	Quebec	J4P 2J1	45.4655868	-73.5541928
450	Renaissance; Centre de don Outremont		1089 av. Bernard	Montréal	Quebec	H2V 1V1	45.5017521	-73.5123403
451	Renaissance; Centre de don Cadillac		6002 rue Sherbrooke Est	Montréal	Quebec	H1N 1B8	45.5218883	-73.6073457
452	Renaissance; Centre de don des Laurentides		5140 boul. Des Laurentides	Laval	Quebec	H7K 2J5	45.5765432	-73.5464758
453	Renaissance; Centre de don Concorde		2770 boul. De La Concorde Est	Laval	Quebec	H7E 2B4	45.6212591	-73.7465654
454	Renaissance; Centre de don LaSalle		8459 boul. Newman	Montréal	Quebec	H8N 2Y7	45.5901213	-73.6701405
455	Renaissance; Centre de don île-Bizard		570 boul. Jacques-Bizard	Montréal	Quebec	H9C 2H2	45.4323924	-73.6313415
456	Renaissance; Centre de don Dorval		707 ch. du Bord-du-Lac	Dorval	Quebec	H9S 2B9	45.4944119	-73.8770652
457	Renaissance; Centre de don Beaconsfield		42B boul. Saint-Charles	Beaconsfield	Quebec	H9W 5Z6	45.4393185	-73.7370507
458	Renaissance; Centre de don Lajeunesse		9105 rue Lajeunesse	Montréal	Quebec	H2M 1S3	45.4319196	-73.8475928
459	Renaissance; Centre de don Fleury		2407 rue Fleury Est	Montréal	Quebec	H2B 1L1	45.5485231	-73.6451632
460	Renaissance; Fripe-Prix Pie-IX		2030 boul. Pie-IX	Montréal	Quebec	H1V 2C8	45.5745846	-73.648515
461	De tout pour tout.com		1900 rue Thomas Edison	Terrebonne	Quebec	J6Y 2A4	45.5502794	-73.5426441
462	Renaissance; Fripe-Prix Saint-Laurent		7250 boul. Saint-Laurent	Montréal	Quebec	H2R 2X9	45.6831559	-73.7845348
463	Renaissance; Fripe-Prix Saint-Jacques		7205 rue Saint-Jacques Ouest	Montréal	Quebec	H4B 1V3	45.5350831	-73.6196061
464	Renaissance; Fripe-Prix Côte-des-Neiges		6700 ch. de la Côte-des-Neiges local 205	Montréal	Quebec	H3S 2B2	45.455833	-73.633165
465	P.V. Informatique		940 boul. Lachapelle	Saint-Jérôme	Quebec	J7Z 7M4	45.5026814	-73.6376751
466	Garage municipal de Disraeli		295 rue Saint-Louis	Disraeli	Quebec	G0N 1E0	 None	 None
467	Écocentre Ormstown		9 rue Saint-Paul	Ormstown	Quebec	J0S 1K0	 None	 None
468	Écocentre de Val-des-Lacs		20 montée Charron	Val-des-Lacs	Quebec	J0T 2P0	45.1280673	-73.9975844
469	Écocentre de Ste-Lucie des Laurentides		2143 ch. Martin	Sainte-Lucie-des-Laurentides	Quebec	J0T 2J0	46.1811585	-74.3450477
470	Écocentre d'Amherst		1323 rte 323 Sud	Rivière-Rouge	Quebec	J0T 2L0	46.1354911	-74.1854991
471	Écocentre Rawdon		3269 rue Metcalfe	Rawdon	Quebec	J0K 1S0	46.0216663	-74.739155
472	Écocentre de Lantier		118 Croissant des Trois-Lacs	Lantier	Quebec	J0T 1V0	 None	 None
473	Écocentre de la Minerve		75 ch. de la Minerve	La Minerve	Quebec	J0T 1S0	46.149341	-74.2517223
474	Écocentre Lac Supérieur		1101 ch. du lac Supérieur	Lac-Supérieur	Quebec	J0T 1J0	46.2642445	-74.9194691
475	Écocentre d'Huberdeau		110 ch. de la Rouge	Huberdeau	Quebec	J0T 1G0	46.1760707	-74.4711912
476	Technopolis		999 rue Dollard local 14	Gatineau	Quebec	J8L 3E6	45.9935961	-74.6379624
477	Bureau municipal Deschaillons		1596 rte Marie-Victorin	Deschaillons-sur-Saint-Laurent	Quebec	G0S 1G0	45.5761339	-75.4091284
478	A.M.C. Informatique enr.		1171 rte Louis-Cyr	Saint-Jean-de-Matha	Quebec	J0K 2S0	46.5514832	-72.1252703
479	Ordi-Plus		305 rue Saint-Joseph	La Tuque	Quebec	G9X 3A8	46.2323529	-73.5291642
480	Encre à Rabais.com		40 ch. des Deux Criques	Mont-Tremblant	Quebec	J8E 1X5	47.440955	-72.784645
481	Maison des jeunes Lebel-sur-Quévillon		52 rue des Trembles	Lebel-sur-Quévillon	Quebec	J0Y 1X0	 None	 None
482	Écocentre Les Bergeronnes		995 rang Saint-Joseph	Les Bergeronnes	Quebec	G0T 1G0	49.0516734	-76.9814746
483	Entreprises Pavco		180 Armand-Majeau	Saint-Roch-de-l'Achigan	Quebec	J0K 3H0	48.3132029	-69.5109469
484	Stéréo Plus; Trois-Rivières		5715 boul. Gene-H. Kruger	Trois-Rivières	Quebec	G9A 4N9	45.8331815	-73.5971073
485	Visionic Informatique		420  107e rue	Saint-Georges	Quebec	G5Y 8K1	46.3191868	-72.567925
486	Électrocentre (2000)		1204 av. Saint-Édouard	Plessisville	Quebec	G6L 2J9	46.1262721	-70.6819079
487	Sertek Informatique		496 av. Blanchand	Chandler	Quebec	G0C 1K0	46.2156778	-71.7677145
488	CIPC		2536 boul. Rosemont	Montréal	Quebec	H1Y 1K4	48.35056	-64.668206
489	Brunelle Électronique 1986		10 rue Main Ouest	Coaticook	Quebec	J1A 1P2	45.5469104	-73.585671
490	Ovation Logistique inc.		4000 rue Jean-Marchand bureau 106	Québec	Quebec	G2C 1Y6	45.1324036	-71.8051939
491	Équipement de bureau Robert Légaré		411 rue John-F. Kennedy	Saint-Jérôme	Quebec	J7Y 4B5	46.8218636	-71.3456988
492	Consultants ISM		199 rang du Golf	Lavaltrie	Quebec	J5T 3C6	45.778304	-74.0234925
493	PC Expert		45 rue Wellington	Coaticook	Quebec	J1A 2H6	45.87712	-73.3039621
494	Informatique Orford		1585 rue Sherbrooke	Magog	Quebec	J1X 2T5	45.1328963	-71.8031287
495	CRC Ordinateur		1256 rue Bergar	Laval	Quebec	H7L 5A2	45.2758255	-72.1332375
496	Garage municipal de Notre-Dame-du-Mont-Carmel		3860 rue de l'Hôtel-de-Ville	Notre-Dame-du-Mont-Carmel	Quebec	G0X 3J0	 None	 None
497	Salon de l'Électronique	Ouvert lundi au mercredi 9 h 30 à 17 h Jeudi et vendredi 9 h 30 à 20 h	2783 rue Nichols	Saint-Hyacinthe	Quebec	J2S 2X2	46.4720475	-72.6753324
498	Meubles Jacob		215 rte 153	Saint-Tite	Quebec	G0X 3H0	45.619625	-72.957121
499	Écocentre Saint-Ambroise		470 rue des Producteurs	Saint-Ambroise	Quebec	G7P 3A9	46.7169332	-72.5828444
500	Hamster Le Plateau		765 rue Beaubien Est	Montréal	Quebec	H2S 1S8	48.5413158	-71.2945265
501	Renaissance; Fripe-Prix Verdun		4261 rue Wellington	Montréal	Quebec	H4G 1V9	 None	 None
502	Renaissance; Fripe-Prix Des Laurentides		381 boul. Des Laurentides	Laval	Quebec	H7G 2T9	45.4611407	-73.567362
503	Renaissance; Fripe-Prix Pointe-aux-Trembles		1530 boul. Saint-Jean-Baptiste	Montréal	Quebec	H1B 4A4	45.5681775	-73.6893836
504	Renaissance; Fripe-Prix Masson		3200 rue Masson	Montréal	Quebec	H1Y 1Y3	45.6417524	-73.5058115
505	Renaissance; Fripe-Prix Saint-Hubert		6960 rue Saint-Hubert	Montréal	Quebec	H2S 2M9	45.5503907	-73.5732519
506	Renaissance; Fripe-Prix Décarie		1495 rue de l?Église	Montréal	Quebec	H4L 2H5	45.5393554	-73.6103832
507	Renaissance; Librairie Beaumont		1244 av. Beaumont	Mont-Royal	Quebec	H3P 3E5	45.5118268	-73.6783507
508	Renaissance; Librairie des Sources		4917 boul. Des Sources	Montréal	Quebec	H8Y 3C8	45.5212388	-73.6235204
509	Erso Informatique		159 boul. de Gaspé	Gaspé	Quebec	G4X 1A4	45.5060755	-73.8188167
510	Logesco Informatique; Nicolet		2350 boul. Louis-Fréchette	Nicolet	Quebec	J3T 1M9	48.8405275	-64.4874763
511	Hôtel de ville de Léry		1 rue de L'hôtel-de-ville	Léry	Quebec	J6N 1E8	46.2419802	-72.5963992
512	Écocentre Saint-Tite		1019 rte 153	Saint-Tite	Quebec	G0X 3H0	 None	 None
513	Écocentre de Thetford		251 rue Caouette Ouest	Thetford Mines	Quebec	G6G 7M7	46.745884	-72.5527259
514	Le Papetier le libraire		403 Notre-Dame	Repentigny	Quebec	J6A 2T2	46.0905272	-71.3079948
515	Kreasoft Développement de Solutions Informatiques		5532 ch. de L'Aéroport	Valcourt (Ville)	Quebec	J0E 2L0	 None	 None
516	Garage municipal de Sainte-Catherine		5900 boul. Saint-Laurent	Sainte-Catherine	Quebec	J5C 1B2	 None	 None
517	Garage municipal-Travaux publics de Candiac		80 boul. Montcalm Nord	Candiac	Quebec	J5R 3L8	45.4012148	-73.5831744
518	Hôtel de ville de Saint-Placide		281 montée Saint-Vincent	Saint-Placide	Quebec	J0V 2B0	45.3939674	-73.5194081
519	Centre de transbordement Pointe-Calumet		720 38e rue	Pointe-Calumet	Quebec	J0N 1G2	45.5335974	-74.2057643
520	The UPS Store; Lévis		44 rte du Président-Kennedy bureau 6	Lévis	Quebec	G6V 6C5	 None	 None
521	Garage municipal de Taschereau		13 rue Principale	Taschereau	Quebec	J0Z 3N0	46.7963782	-71.1792547
522	Progitech DM		1155 boul. Marcotte	Roberval	Quebec	G8H 2B5	48.6617993	-78.6808988
523	Performance Informatique		1226 rue Dionne	Drummondville	Quebec	J2B 2N7	48.5235198	-72.2311948
524	Électronique Marcel Guimond		375 rue du Collège	Sorel-Tracy	Quebec	J3P 2J5	45.8642027	-72.4754908
525	Meubles Jacob		560 av. Broadway	Shawinigan	Quebec	G9N 1M3	46.0357153	-73.0944548
526	Ressourcerie Saint-David-de-Falardeau		Embranchement #2 du lac Sébastien	Saint-David-de-Falardeau	Quebec	G0V 1C0	46.5413335	-72.743759
527	Centre Hi-Fi Groupe Sélect		4370 boul. Royal	Shawinigan	Quebec	G9N 7X7	48.651667	-71.145833
528	Microgest Informatique		81 rue Notre-Dame	Saint-Tite	Quebec	G0X 3H0	 None	 None
529	Ovation Logistique inc.		9005 boul. du Quartier	Brossard	Quebec	J4Y 2P4	46.7328673	-72.5671242
530	Ovation Logistique inc.		2745 av. Francis-Huges	Laval	Quebec	H7L 3S8	45.4285753	-73.4564676
531	Péga Informatique		747 boul. Vezina	Dolbeau-Mistassini	Quebec	G8L 2V5	45.5888995	-73.7325729
532	N.G. Informatique		500 boul. Industriel	Saint-Eustache	Quebec	J7R 5V3	 None	 None
533	D.V. Services Techniques		516 av. 19e	Montréal	Quebec	H8S 3S5	45.5596044	-73.9221615
534	Garage municipal de Saint-Philippe		68 Montée Monette	Saint-Philippe	Quebec	J0L 2K0	 None	 None
535	Réso-Tech Informatique		2735 boul. Père-Lelièvre	Québec	Quebec	G1P 2X9	45.3513414	-73.4776003
536	Solutek Informatique		36 rue Angus Nord	East Angus	Quebec	J0B 1R0	46.8126515	-71.3076727
537	Québécom Info Plus		4579 boul. Bourque	Sherbrooke	Quebec	J1N 2G6	45.4834262	-71.6596493
538	Service Informatique Sept-Iles		370 av. Jolliet	Sept-îles	Quebec	G4R 2B2	 None	 None
539	Marco Michaud Informatique		1169 3e rue	Val-d'Or	Quebec	J9P 4B2	50.2097285	-66.3748153
540	Technic S.M.		3 rue de l'Hôtel de Ville	Sainte-Élizabeth-de-Warwick	Quebec	J0A 1M0	48.1046514	-77.7973547
541	Écocentre Saint-Alphonse-Rodriguez		921 rte 343	Saint-Alphonse-Rodriguez	Quebec	J0K 1W0	 None	 None
542	Écocentre Saint-Jacques-le-Mineur		263 boul. Edouard VII	Saint-Jacques-le-Mineur	Quebec	J0J 1Z0	46.1964886	-73.6959052
543	Écocentre Château-Richer		30 Côte de la Chapelle	Château-Richer	Quebec	G0A 1N0	45.2741709	-73.4200834
544	Sonic Informatique inc.	Ouvert lundi au mercredi 9 h à 18 h Jeudi et vendredi 9 h à 19 h Samedi 9 h à 16 h	101 boul. Cardinal-Léger #65	Pincourt	Quebec	J7W 3Y3	46.9744138	-71.0161612
545	Poste de transbordement Saint-Zénon		120 rang Saint-François	Saint-Zénon	Quebec	J0K 3N0	45.3847432	-73.995264
546	Déchetterie Saint-Camille-de-Lellis	Sur rendez-vous seulement. Les résidents peuvent déposer les PE à l'hôtel de ville à partir de la mi-novembre jusqu'à avril.	rue Fournier	Saint-Camille-de-Lellis	Quebec	G0R 2S0	 None	 None
547	Fugitek	Ouvert du lundi au vendredi de 8 h 00 à 16 h 00	7653 rue Cordner	Montréal	Quebec	H8N 2X2	 None	 None
548	Écocentre de Stoneham		100 ch. Plante	Stoneham-et-Tewkesbury	Quebec	G3C 0S4	45.4420703	-73.6300498
549	Garage municipal l'Ascension-de-Patapédia		62 rue Principale	L'Ascension-de-Patapédia	Quebec	G0J 1R0	 None	 None
550	Mini écocentre Saint-Isidore		202 rue Boyer	Saint-Isidore	Quebec	J0L 2A0	 None	 None
551	Marceau Radio TV enr.		754 rte Bégin	Saint-Anselme	Quebec	G0R 2N0	45.3059236	-73.701113
552	C.E.S. Informatique		216 rue des Oblats Ouest	Saguenay	Quebec	G7J 2B1	46.6306517	-70.9716691
553	Électronique JFB		34 rte 271  Bureau 11	Saint-Éphrem-de-Beauce	Quebec	G0M 1R0	48.4175046	-71.0768763
554	Stil Informatique		3699 boul. Dagenais Ouest	Laval	Quebec	H7P 5C9	46.0586477	-70.9535115
555	Dépôt municipalité Sainte-Marthe		776 rue des Loisirs	Sainte-Marthe	Quebec	J0P 1W0	45.5734261	-73.818049
556	Municipalité de Saint-Mathieu		311 ch. Saint-Édouard	Saint-Mathieu	Quebec	J0L 2H0	45.4075605	-74.3030987
557	Services PIPC		483 9e rue Est	La Guadeloupe	Quebec	G0M 1G0	45.3114637	-73.5168284
558	Cartouches Certifiées; Boutique		3813 rue Saint-Denis	Montréal	Quebec	H2W 2M4	45.9617025	-70.9366544
559	Claude Fortier Radio-TV		540 8e rue Est	La Guadeloupe	Quebec	G0M 1G0	45.5195447	-73.5727567
560	Mides Photocopieur		1092 rue Lévis bureau 4	Terrebonne	Quebec	J6W 4L1	45.9611434	-70.934336
561	Cartouches Certifiées; Entrepôt		160 rue Saint-Viateur Est local #411	Montréal	Quebec	H2T 1A8	45.7129249	-73.6244118
562	Écocentre Arthur-Gagnon		210 av. Marcel-Baril	Rouyn-Noranda	Quebec	J9X 7C1	 None	 None
563	Caserne de pompier Saint-David	2e samedi du mois de mars, juin, septembre et décembre: 9h à 12h	41 rue Vue-du-Manoir	Saint-David	Quebec	J0G 1L0	48.2593056	-79.0078108
564	Écocentre Ste-Émélie-de-l'Énergie		593 rang de la Seigneurie	Sainte-Émélie-de-l'Énergie	Quebec	J0K 2K0	45.956204	-72.85326
565	Matériaux secs Canton de Hope		123 rte Whittom	Hope	Quebec	G0C 2K0	46.3213694	-73.6360407
566	Ressourcerie Entraide Agapè		3275 ch. Royal	Québec	Quebec	G1E 1V8	48.0468829	-65.2280527
567	Coopérative de solidarité ETC		445 rue Lacroix	La Tuque	Quebec	G9X 1V8	46.851715	-71.2099259
568	Écocentre Disraeli	Résidents seulement	60 rue Industrielle	Disraeli	Quebec	G0N 1E0	47.4357275	-72.7778254
569	Ressourcerie de la Matapédia		56 rue du Pont bureau 5	Amqui	Quebec	G5J 2P5	45.8930992	-71.3630207
570	Garage municipal Shannon		79 ch. de Gosford	Shannon	Quebec	G0A 4N0	 None	 None
571	Cartouches-Escompte inc.	Ouvert lundi au vendredi 9 h 30 à 17 h 00 Samedi et dimanche 9 h 30 à 12 h	3920 boul. Wilfrid-Hamel	Québec	Quebec	G1P 2J2	46.896433	-71.5287036
572	Déchetterie municipale		120 rte du Président-Kennedy	Saint-Henri	Quebec	G0R 3E0	46.806329	-71.3153619
573	Recyclage Frédérick Morin		1752 rue Saint-Cléophas	Saint-Gabriel-de-Brandon	Quebec	J0K 2N0	46.6807889	-71.0849143
574	Garage municipal Saint-Roch-de-Richelieu		1111 rue du Parc	Saint-Roch-de-Richelieu	Quebec	J0L 2M0	46.2828431	-73.3790801
575	Bureau municipal Saint-Barthélemy		1980 rue Bonin	Saint-Barthélemy	Quebec	J0K 1X0	45.8920556	-73.1641984
576	Solutions Informatiques G.A. Inc.		13950 boul. Lacroix	Saint-Georges	Quebec	G5Y 1P8	 None	 None
577	Solutions Informatiques G.A. Inc.		440 boul. Vachon Nord	Sainte-Marie	Quebec	G6E 1M1	46.1140251	-70.659083
578	Microsys TM		2995 boul. Le Corbusier	Laval	Quebec	H7L 3M3	46.4445004	-71.0249052
579	Beauce Informatek	Ouvert lundi au jeudi 9 h à 19 h Vendredi 9 h à 16 h Samedi 9 h à 12 h	34 rte 271 sud	Saint-Éphrem-de-Beauce	Quebec	G0M 1R0	45.582861	-73.7486871
580	Écocentre de l'Ange-Gardien	Dernier samedi d'avril au dernier samedi d'octobre: Ouvert 8 h à 16 h	775 ch. Lucien Lefrançois	L'Ange-Gardien	Quebec	G0E 2K0	46.0590182	-70.9547867
581	Northern village of Kuujjuaq		400 rue Airport-Road CP 210	Kuujjuaq	Quebec	J0M 1C0	46.9374141	-71.1057762
582	Legault Électronique		789 rue Saint-Jean-Baptiste	Sainte-Martine	Quebec	J0S 1V0	58.1008076	-68.4113791
583	Papeterie du Sagittaire 2003	Ouvert lundi au mercredi 8 h 30 à 17 h Jeudi et vendredi 8 h 30 à 18 h Samedi et dimanche fermés	1021 boul. Bécancour	Bécancour	Quebec	G9H 3T1	45.260979	-73.7892735
584	COOPSCO Trois-Rivières		3351 boul. des Forges pavillon Albert Tessier local 1255A-T	Trois-Rivières	Quebec	G9A 5H7	46.4067478	-72.2649398
585	Entreposage St-Sulpice		711 rue Notre-Dame	Saint-Sulpice	Quebec	J5W 3X1	46.3484063	-72.5759713
586	Garage municipal Saint-Constant		25 montée LaSaline	Saint-Constant	Quebec	J5A 2A8	45.8100009	-73.3748593
587	Garage municipal Delson	Ouvert lundi au jeudi 8 h 30 à 12 h oe13 h à 16 h 30 Vendredi 8 h 30 à 12 h	142 rue Fleming	Delson	Quebec	J5B 1X6	45.363473	-73.565034
588	IT Experts	Ouvert lundi au vendredi 9 h à 21 h	444 boul. Saint-René Est bureau 100	Gatineau	Quebec	J8P 8A9	45.3734745	-73.5312553
589	STR Micro	Ouvert lundi au mercredi 9 h à 18 h Jeudi et vendredi 9 h à 21 h Samedi 9 h 30 à 17 h Dimanche fermé	1950 ch. du Fer-à-Cheval local B	Sainte-Julie	Quebec	J3E 2T6	45.4927414	-75.6391095
590	Canadian Tire; Chicoutimi	Pour connaître les heures d'ouvertures de ce magasin, visitez le site.	1257 boul. Talbot	Saguenay	Quebec	G7H 4C1	45.5753626	-73.3266204
591	Garage municipal Ham-Sud		22 ch. Gosford Sud	Ham-Sud	Quebec	J0B 3J0	48.4080101	-71.0549943
592	Canadian Tire; Jonquière	Pour connaître les heures d'ouvertures de ce magasin, visitez le site.	2290 boul. René-Lévesque	Saguenay	Quebec	G7S 5Y5	45.7523848	-71.6023657
593	Écocentre Lac-des-Plages		2053 ch. du Tour du Lac	Lac-des-Plages	Quebec	J0T 1K0	48.4102091	-71.2143564
594	Ressourcerie Transition inc.		196 rue Dorion	Drummondville	Quebec	J2C 1T9	45.9980194	-74.8876496
595	Garage municipal Notre-Dame-de-la-Paix		219 rue Notre-Dame	Notre-Dame-de-la-Paix	Quebec	J0V 1P0	45.8839707	-72.4913573
596	Wemindji ecocenter		86 Beaver	Wemindji	Quebec	J0M 1L0	45.8086791	-74.9689771
597	Recyc Lav	Sur rendez-vous seulement	1058 rte Saint-Joseph	Saint-Flavien	Quebec	G0S 1N0	 None	 None
598	Écoparc de Repentigny		336 rue Charles-Marchand	Repentigny	Quebec	J5Z 4P1	46.5091775	-71.5901949
599	PSG Métal		175 boul. Louis XIV	Québec	Quebec	G2K 1W6	45.7580044	-73.484808
600	CYBER 3d	Heure d'ouverture 8h00 à 17h00 Du lundi au vendredi	727 boul. Frontenac Ouest	Thetford Mines	Quebec	G6G 7X9	46.8504357	-71.2916938
601	Écocentre Saint-Tite-des-Caps		374 av. Royale	Saint-Tite-des-Caps	Quebec	G0A 4J0	46.095626	-71.326945
602	Écocentre de Trécesson		 ch. Desboues	Trécesson	Quebec	J0Y 2S0	47.148419	-70.7675485
603	Maison Le Ricochet		9 ch. De la Beurrerie	La Pûche	Quebec	J0X 2W0	48.660767	-78.361487
604	Garage municipal Deux-Montagnes	Avril à novembre : 1er samedi du mois: 9h à 15h	625 20e Avenue	Deux-Montagnes	Quebec	J7R 7E9	45.6456335	-76.0148817
605	Garage municipal Fassett		1 rue Boucher	Fassett	Quebec	J0V 1H0	45.5433546	-73.9170378
606	Centre de tri EBI Environnement inc.		1481 rue Raoul-Charette	Joliette	Quebec	J6E 8S5	45.6460906	-74.8052414
607	Écocentre Sainte-Marcelline-de-Kildare		391 rang Pied de la Montagne	Sainte-Marcelline-de-Kildare	Quebec	J0K 2Y0	 None	 None
608	Lieu d?enfouissement en tranchée de Matagami		ch. du lac Matagami	Matagami	Quebec	J0Y 2A0	46.1181946	-73.5968079
609	CGL Micro inc.	Lundi au mercredi : 8h30 à 17h30 Jeudi et vendredi 8h30 à 20h00 Samedi 10h00 à 16h00 (fermé le samedi pendant l'été)	199 rue Saint-Paul	Repentigny	Quebec	J5Z 2H9	49.775651	-77.637778
610	InfoEstrie Senc.	Heures d'ouvertures: 8 h à 17 h	90 rue Main	North Hatley	Quebec	J0B 2C0	45.7563613	-73.4781085
611	Ramasse.ca inc.		10800 rue Cantin	Montréal	Quebec	H1G 6P7	45.2753405	-71.9735633
612	L'Entraide (Pont-Viau et Laval-des-Rapides) inc.		664 rue Saint-André	Laval	Quebec	H7G 3A5	45.599485	-73.6193979
613	Microrama Informatique inc.	Heures d'ouverture: 8 h 30 à 17 h	99 rue Edouart-Ellis	Gatineau	Quebec	J8P 4X7	45.574325	-73.693707
614	Garage municipal Sainte-Élisabeth		2270 rue Principale	Sainte-Élisabeth	Quebec	J0K 2J0	45.4801782	-75.6449635
615	Infoteck		2563 boul. des Hûtres	Shawinigan	Quebec	G9N 3A6	46.0954764	-73.3507853
616	Textil'Art		2615 boul. Le Corbusier	Laval	Quebec	H7S 2E8	46.5617088	-72.7438466
617	Garage municipal de Wemotaci		60 rue Kenosi	Wemotaci	Quebec	G0X 3R0	45.578568	-73.74355
618	Canadian Tire; La Baie no 335	Pour connaître les heures d'ouvertures de ce magasin, visitez le site.	2300 rue Bagot	Saguenay	Quebec	G7B 3Z3	47.901753	-73.7824614
619	Garage municipal Opitciwan		1 rue Opitciwan	Obedjiwan	Quebec	G0W 3B0	48.3361384	-70.8986824
620	Garage municipal Manawan		121 rue Mistassini	Manawan	Quebec	J0K 1M0	48.6562841	-74.9407217
621	Renaissance; Librairie Chambly-Rémillard (Rive-Sud)		2590 ch. Chambly	Longueuil	Quebec	J4L 1M5	47.2219034	-74.3922577
